"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"10/25/2021","Trader Joe's","TRADER JOE'S #739 QPS","43.40","debit","Groceries","CREDIT CARD","",""
"10/25/2021","ROBERTSON AVENUE MARKET","ROBERTSON AVENUE MARKET","24.01","debit","Alcohol & Bars","CREDIT CARD","",""
"10/25/2021","ROBERTSON AVENUE MARKET","ROBERTSON AVENUE MARKET","18.56","debit","Alcohol & Bars","CREDIT CARD","",""
"10/25/2021","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","1.83","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"10/25/2021","CASHBACK BONUS REDEMPTION payment/STMT CRDT","CASHBACK BONUS REDEMPTION PYMT/STMT CRDT","3.62","credit","Bonus","DISCOVER IT CHROME CARD","",""
"10/25/2021","ERIE INS GROUP ERIEXPSPAY","ERIE INS GROUP   ERIEXPSPAY","56.92","debit","Home Insurance","LIFEGREEN CHECKING F","",""
"10/25/2021","ERIE INS GROUP ERIEXPSPAY","ERIE INS GROUP   ERIEXPSPAY","8.75","debit","Home Insurance","LIFEGREEN CHECKING F","",""
"10/24/2021","TST* LOCUST","TST* LOCUST","139.90","debit","Dates","CREDIT CARD","",""
"10/24/2021","Cook Out","COOK OUT","10.02","debit","Restaurants","CREDIT CARD","",""
"10/24/2021","Music City","CSP* MUSIC CITY INDOOR","54.62","debit","Dates","CREDIT CARD","",""
"10/22/2021","ROBERTSON AVENUE MARKET","ROBERTSON AVENUE MARKET","13.10","debit","Alcohol & Bars","CREDIT CARD","",""
"10/22/2021","Kroger Fuel","KROGER FUEL 9547","37.43","debit","Gas & Fuel","CREDIT CARD","",""
"10/22/2021","Venmo","VENMO            PAYMENT","20.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"10/21/2021","TST* EAST NASHVILLE BEER","TST* EAST NASHVILLE BEER","9.56","debit","Alcohol & Bars","CREDIT CARD","",""
"10/21/2021","Chipotle","CHIPOTLE 2040","8.03","debit","Restaurants","CREDIT CARD","",""
"10/21/2021","VIACOMCBS STREA 4899","VIACOMCBS STREA  4899","5.46","debit","Subscriptions","LIFEGREEN CHECKING F","",""
"10/20/2021","Chipotle","CHIPOTLE 2040","8.03","debit","Restaurants","CREDIT CARD","",""
"10/20/2021","Foundationed","UT FOUNDATION O  1253","5.00","debit","Gifts & Donations","LIFEGREEN CHECKING F","",""
"10/20/2021","INST XFER","PAYPAL           INST XFER","30.00","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"10/20/2021"," TRANSFER","PAYPAL           TRANSFER","210.00","credit","Transfer","LIFEGREEN CHECKING F","",""
"10/19/2021","ROBERTSON AVENUE MARKET","ROBERTSON AVENUE MARKET","18.56","debit","Alcohol & Bars","CREDIT CARD","",""
"10/19/2021","Venmo","VENMO            PAYMENT","397.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"10/19/2021","ETSY INC DEPOSIT","ETSY INC         DEPOSIT","2.30","credit","Transfer","LIFEGREEN CHECKING F","",""
"10/18/2021","VON ELROD'S","VON ELROD'S","25.95","debit","Alcohol & Bars","CREDIT CARD","",""
"10/18/2021","Apple","APPLE STORE #R133","577.93","debit","Credit Card Payment","CREDIT CARD","",""
"10/18/2021","Venmo","VENMO            PAYMENT","3.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"10/18/2021","CHASE CREDIT CRD EPAY","CHASE CREDIT CRD EPAY","131.02","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"10/18/2021","Forty Ten Barbe 1253","Forty Ten Barbe  1253","45.00","debit","Hair","LIFEGREEN CHECKING F","",""
"10/18/2021","Americano","AMERICAN WAGER   WILLIAM TN","50.00","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"10/17/2021","ROCK N DOUGH","ROCK N DOUGH","71.00","debit","Dates","CREDIT CARD","",""
"10/17/2021","Chipotle","CHIPOTLE 2040","8.03","debit","Restaurants","CREDIT CARD","",""
"10/17/2021","CALIFARMIA FOOD TRUCK","SQ *CALIFARMIA FOOD TRUCK","21.00","debit","Restaurants","CREDIT CARD","",""
"10/17/2021","DNCSS NASH ARENA CON","DNCSS NASH ARENA CON","15.27","debit","Alcohol & Bars","CREDIT CARD","",""
"10/15/2021","Payment Thank You - Web","Payment Thank You - Web","131.02","credit","Credit Card Payment","CREDIT CARD","",""
"10/14/2021","ROBERTSON AVENUE MARKET","ROBERTSON AVENUE MARKET","18.56","debit","Alcohol & Bars","CREDIT CARD","",""
"10/14/2021","ALLIANCEBERNSTEI PAYROLL","ALLIANCEBERNSTEI PAYROLL","1887.35","credit","Paycheck","LIFEGREEN CHECKING F","",""
"10/13/2021","ETSY INC DEPOSIT","ETSY INC         DEPOSIT","20.96","credit","Transfer","LIFEGREEN CHECKING F","",""
"10/12/2021","TST* Radish - Nashville","TST* Radish - Nashville","26.22","debit","Restaurants","CREDIT CARD","",""
"10/12/2021","CHASE CREDIT CRD EPAY","CHASE CREDIT CRD EPAY","659.84","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"10/12/2021","INST XFER","PAYPAL           INST XFER","50.00","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"10/12/2021","PIEDMONT N. G. DRAFT","PIEDMONT N. G.   DRAFT","19.75","debit","Utilities","LIFEGREEN CHECKING F","",""
"10/12/2021"," TRANSFER","PAYPAL           TRANSFER","154.38","credit","Transfer","LIFEGREEN CHECKING F","",""
"10/12/2021","INST XFER","PAYPAL           INST XFER","62.98","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"10/12/2021","Venmo Cashout","VENMO            CASHOUT","168.00","credit","Income","LIFEGREEN CHECKING F","",""
"10/12/2021","CHECK #200 200","CHECK #200","1500.00","debit","Home Improvement","LIFEGREEN CHECKING F","",""
"10/12/2021","Venmo","VENMO            PAYMENT","252.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"10/12/2021","COINBASE INC. 8889087930","COINBASE INC.    8889087930","200.00","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"10/12/2021","American Wager William","AMERICAN WAGER   WILLIAM TN","100.91","credit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"10/11/2021","ROBERTSON AVENUE MARKET","ROBERTSON AVENUE MARKET","13.10","debit","Alcohol & Bars","CREDIT CARD","",""
"10/10/2021","Payment Thank You - Web","Payment Thank You - Web","659.84","credit","Credit Card Payment","CREDIT CARD","",""
"10/10/2021","Trader Joe's","TRADER JOE'S #739 QPS","54.58","debit","Groceries","CREDIT CARD","",""
"10/10/2021","ROBERTSON AVENUE MARKET","ROBERTSON AVENUE MARKET","18.56","debit","Alcohol & Bars","CREDIT CARD","",""
"10/09/2021","Panera Bread","PANERA BREAD #601697 O 615-352-1306 TN632686642","5.45","debit","Vacation","DISCOVER IT CHROME CARD","",""
"10/08/2021","Jackalope Brewing Company, LLC","JACKALOPE BREWING COMPA","16.32","debit","Vacation","CREDIT CARD","",""
"10/07/2021","NFL.com","FRG*NFLSHOP.COM","33.49","debit","Clothing","CREDIT CARD","",""
"10/07/2021","Peacock 617D3 P 4899","Peacock 617D3 P  4899","5.46","debit","Subscriptions","LIFEGREEN CHECKING F","",""
"10/06/2021","Target","TARGET        00001461","21.89","debit","Shopping","CREDIT CARD","",""
"10/06/2021","TOCK ATLOCUST","TOCK ATLOCUST","20.00","debit","Vacation","CREDIT CARD","",""
"10/06/2021","DISCOVER E-PAYMENT","DISCOVER         E-PAYMENT","3.39","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"10/06/2021","Venmo","VENMO            PAYMENT","44.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"10/06/2021","Venmo","VENMO            PAYMENT","12.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"10/05/2021","CL *Chase Travel","CL *Chase Travel","459.67","debit","Vacation","CREDIT CARD","",""
"10/05/2021","ETSY INC DEPOSIT","ETSY INC         DEPOSIT","0.01","credit","Transfer","LIFEGREEN CHECKING F","",""
"10/05/2021","Spotify","Spotify USA      4899","10.94","debit","Subscriptions","LIFEGREEN CHECKING F","",""
"10/05/2021"," TRANSFER","PAYPAL           TRANSFER","100.00","credit","Transfer","LIFEGREEN CHECKING F","",""
"10/05/2021"," TRANSFER","PAYPAL           TRANSFER","150.31","credit","Transfer","LIFEGREEN CHECKING F","",""
"10/05/2021","CHASE CREDIT CRD EPAY","CHASE CREDIT CRD EPAY","18.94","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"10/04/2021","Kroger","KROGER 547","10.91","debit","Groceries","CREDIT CARD","",""
"10/04/2021","Payment Thank You-Mobile","Payment Thank You-Mobile","18.94","credit","Credit Card Payment","CREDIT CARD","",""
"10/04/2021","Kroger Fuel","KROGER FUEL 9547","36.90","debit","Gas & Fuel","CREDIT CARD","",""
"10/04/2021","Trader Joe's","TRADER JOE'S #739 QPS","42.10","debit","Groceries","CREDIT CARD","",""
"10/04/2021","ROBERTSON AVENUE MARKET","ROBERTSON AVENUE MARKET","18.56","debit","Alcohol & Bars","CREDIT CARD","",""
"10/04/2021","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","3.39","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"10/04/2021","Chick-Fil-A","CHICK-FIL-A #04  1253","16.77","debit","Restaurants","LIFEGREEN CHECKING F","",""
"10/04/2021","CHASE CREDIT CRD EPAY","CHASE CREDIT CRD EPAY","223.63","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"10/04/2021","ABC*QNTM FIT LI 7997","ABC*QNTM FIT LI  7997","69.99","debit","Gym","LIFEGREEN CHECKING F","",""
"10/04/2021","ROBERTSON AVENU 1253","ROBERTSON AVENU  1253","14.51","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"10/04/2021","Chipotle","CHIPOTLE ONLINE  1253","16.61","debit","Restaurants","LIFEGREEN CHECKING F","",""
"10/04/2021","Netflix","Netflix.com      4899","9.84","debit","Subscriptions","LIFEGREEN CHECKING F","",""
"10/03/2021","MIDTOWN CORKDORK WINE","MIDTOWN CORKDORK WINE","10.91","debit","Alcohol & Bars","CREDIT CARD","",""
"10/01/2021","Chipotle","CHIPOTLE 2040","8.03","debit","Restaurants","CREDIT CARD","",""
"10/01/2021","Payment Thank You-Mobile","Payment Thank You-Mobile","223.63","credit","Credit Card Payment","CREDIT CARD","",""
"10/01/2021"," TRANSFER","PAYPAL           TRANSFER","400.00","credit","Transfer","LIFEGREEN CHECKING F","",""
"9/30/2021","Kroger","KROGER 547","28.85","debit","Groceries","CREDIT CARD","",""
"9/30/2021","Chipotle","CHIPOTLE 2040","10.60","debit","Restaurants","CREDIT CARD","",""
"9/30/2021","Panera Bread","PANERA BREAD #601697 O 615-352-1306 TN628599441","3.39","debit","Vacation","DISCOVER IT CHROME CARD","",""
"9/30/2021","American Wager William","AMERICAN WAGER   WILLIAM TN","90.00","credit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"9/30/2021","DISCOVER E-PAYMENT","DISCOVER         E-PAYMENT","249.04","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"9/30/2021","ALLIANCEBERNSTEI PAYROLL","ALLIANCEBERNSTEI PAYROLL","1845.64","credit","Paycheck","LIFEGREEN CHECKING F","",""
"9/29/2021","ROBERTSON AVENUE MARKET","ROBERTSON AVENUE MARKET","18.56","debit","Alcohol & Bars","CREDIT CARD","",""
"9/29/2021","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","249.04","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"9/29/2021","AT&T","ATT              Payment","60.92","debit","Utilities","LIFEGREEN CHECKING F","",""
"9/29/2021","METRO WATER UT BILL","METRO WATER      UT BILL","21.63","debit","Utilities","LIFEGREEN CHECKING F","",""
"9/28/2021","MEDIUM MONTHLY 5968","MEDIUM MONTHLY   5968","5.00","debit","Subscriptions","LIFEGREEN CHECKING F","",""
"9/28/2021","Shutterfly","SHUTTERFLY, INC  1253","10.91","debit","Gift","LIFEGREEN CHECKING F","",""
"9/28/2021","NES POWER UTILITY","NES POWER        UTILITY","97.83","debit","Utilities","LIFEGREEN CHECKING F","",""
"9/28/2021","CHASE CREDIT CRD EPAY","CHASE CREDIT CRD EPAY","124.52","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"9/27/2021","MONDAY NIGHT - PRES","MONDAY NIGHT - PRES","86.15","debit","Alcohol & Bars","CREDIT CARD","",""
"9/27/2021","Trader Joe's","TRADER JOE'S #664  QPS","71.44","debit","Groceries","CREDIT CARD","",""
"9/27/2021","Payment Thank You - Web","Payment Thank You - Web","124.52","credit","Credit Card Payment","CREDIT CARD","",""
"9/27/2021","Chipotle","CHIPOTLE 2040","8.03","debit","Restaurants","CREDIT CARD","",""
"9/27/2021","BlockFi Trading PAYMENT","BlockFi Trading  PAYMENT","1000.00","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"9/27/2021","HEALTHWAREHOUSE 1253","HEALTHWAREHOUSE  1253","18.00","debit","Pharmacy","LIFEGREEN CHECKING F","",""
"9/27/2021","Uber.com","UBER   TRIP      1253","12.98","debit","Fun","LIFEGREEN CHECKING F","",""
"9/27/2021","Uber.com","UBER   TRIP      1253","31.90","debit","Fun","LIFEGREEN CHECKING F","",""
"9/27/2021","WF HOME MTG AUTO PAY","WF HOME MTG      AUTO PAY","1341.13","debit","Mortgage & Rent","LIFEGREEN CHECKING F","",""
"9/27/2021","Panera Bread","PANERA BREAD #601697 O 615-352-1306 TN627238956","9.82","debit","Vacation","DISCOVER IT CHROME CARD","",""
"9/26/2021","Chipotle","CHIPOTLE 2040","8.03","debit","Restaurants","CREDIT CARD","",""
"9/24/2021","ROBERTSON AVENUE MARKET","ROBERTSON AVENUE MARKET","18.56","debit","Alcohol & Bars","CREDIT CARD","",""
"9/24/2021","LEGENDS ASCEND AMPHITH","LEGENDS ASCEND AMPHITH","40.50","debit","Dates","CREDIT CARD","",""
"9/24/2021","LEGENDS ASCEND AMPHITH","LEGENDS ASCEND AMPHITH","32.00","debit","Dates","CREDIT CARD","",""
"9/24/2021","LEGENDS ASCEND AMPHITH","LEGENDS ASCEND AMPHITH","13.50","debit","Dates","CREDIT CARD","",""
"9/24/2021","51st Deli","51ST DELI","11.93","debit","Restaurants","CREDIT CARD","",""
"9/24/2021","LEGENDS ASCEND 1253","LEGENDS ASCEND   1253","13.50","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/23/2021","ERIE INS GROUP ERIEXPSPAY","ERIE INS GROUP   ERIEXPSPAY","8.75","debit","Home Insurance","LIFEGREEN CHECKING F","",""
"9/23/2021","WWW.LUCY.CO 1253","WWW.LUCY.CO      1253","5.98","debit","Fun","LIFEGREEN CHECKING F","",""
"9/23/2021","ERIE INS GROUP ERIEXPSPAY","ERIE INS GROUP   ERIEXPSPAY","56.88","debit","Home Insurance","LIFEGREEN CHECKING F","",""
"9/22/2021"," TRANSFER","PAYPAL           TRANSFER","1890.00","credit","Transfer","LIFEGREEN CHECKING F","",""
"9/22/2021"," TRANSFER","PAYPAL           TRANSFER","1809.09","credit","Transfer","LIFEGREEN CHECKING F","",""
"9/22/2021","Venmo","VENMO            PAYMENT","10.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
"9/21/2021","VIACOMCBS STREA 4899","VIACOMCBS STREA  4899","5.46","debit","Entertainment","LIFEGREEN CHECKING F","",""
"9/20/2021","Chipotle","CHIPOTLE ONLINE  1253","20.70","debit","Restaurants","LIFEGREEN CHECKING F","",""
"9/20/2021","Forty Ten Barbe 1253","Forty Ten Barbe  1253","40.00","debit","Hair","LIFEGREEN CHECKING F","",""
"9/20/2021","INST XFER","PAYPAL           INST XFER","1000.00","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"9/20/2021","INST XFER","PAYPAL           INST XFER","1000.00","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"9/20/2021","Chipotle","CHIPOTLE 2040    1253","8.03","debit","Restaurants","LIFEGREEN CHECKING F","",""
"9/19/2021","Trader Joe's","TRADER JOE'S #739 QPS BELLE MEADE TN","63.39","debit","Groceries","DISCOVER IT CHROME CARD","",""
"9/17/2021","ROBERTSON AVENUE MARKET NASHVILLE TN","ROBERTSON AVENUE MARKET NASHVILLE TN","31.66","debit","Fun","DISCOVER IT CHROME CARD","",""
"9/17/2021","Chipotle","CHIPOTLE ONLINE  1253","8.03","debit","Restaurants","LIFEGREEN CHECKING F","",""
"9/16/2021","ALLIANCEBERNSTEI PAYROLL","ALLIANCEBERNSTEI PAYROLL","1845.64","credit","Paycheck","LIFEGREEN CHECKING F","",""
"9/16/2021","Chipotle","CHIPOTLE ONLINE  1253","12.13","debit","Restaurants","LIFEGREEN CHECKING F","",""
"9/15/2021","Venmo Cashout","VENMO            CASHOUT","244.00","credit","Income","LIFEGREEN CHECKING F","",""
"9/15/2021","INST XFER","PAYPAL           INST XFER","15.60","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"9/15/2021","BlockFi Trading PAYMENT","BlockFi Trading  PAYMENT","2000.00","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"9/15/2021","DISCOVER E-PAYMENT","DISCOVER         E-PAYMENT","177.52","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"9/14/2021","Nol, LLC","NOL LLC DBA PRE  1253","89.20","debit","Doctor","LIFEGREEN CHECKING F","",""
"9/13/2021","CASHBACK BONUS REDEMPTION payment/STMT CRDT","CASHBACK BONUS REDEMPTION PYMT/STMT CRDT","15.62","credit","Bonus","DISCOVER IT CHROME CARD","",""
"9/13/2021","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","177.52","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"9/13/2021","PIEDMONT N. G. DRAFT","PIEDMONT N. G.   DRAFT","19.75","debit","Utilities","LIFEGREEN CHECKING F","",""
"9/13/2021","Americano","AMERICAN WAGER   WILLIAM TN","100.00","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"9/13/2021","Panera Bread","PANERA BREAD #6  1253","2.15","debit","Fast Food","LIFEGREEN CHECKING F","",""
"9/13/2021","Amazon","AMAZON.COM*2G9X  1253","43.69","debit","Shopping","LIFEGREEN CHECKING F","",""
"9/13/2021","ABC*QNTM FIT LI 7997","ABC*QNTM FIT LI  7997","39.00","debit","Gym","LIFEGREEN CHECKING F","",""
"9/13/2021","Amazon","AMZN Mktp US*2G  1253","21.74","debit","Shopping","LIFEGREEN CHECKING F","",""
"9/12/2021","Kroger","KROGER #895 NASHVILLE TN","30.59","debit","Groceries","DISCOVER IT CHROME CARD","",""
"9/12/2021","Kroger Fuel","KROGER FUEL #9895 NASHVILLE TN","34.12","debit","Gas & Fuel","DISCOVER IT CHROME CARD","",""
"9/11/2021","ROBERTSON AVENUE MARKET NASHVILLE TN","ROBERTSON AVENUE MARKET NASHVILLE TN","18.56","debit","Fun","DISCOVER IT CHROME CARD","",""
"9/11/2021","ZANIE NASHVILLE TN","ZANIE NASHVILLE TN","60.90","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"9/10/2021","BAPTIST LAB PLU 1253","BAPTIST LAB PLU  1253","45.95","debit","Charity","LIFEGREEN CHECKING F","",""
"9/10/2021","INST XFER","PAYPAL           INST XFER","100.00","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"9/10/2021","INST XFER","PAYPAL           INST XFER","100.00","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"9/10/2021","Mas Tacos","SQ *MAS TACOS P  1253","25.06","debit","Restaurants","LIFEGREEN CHECKING F","",""
"9/09/2021","Amazon","AMZN Mktp US*25  1253","218.47","debit","Shopping","LIFEGREEN CHECKING F","",""
"9/09/2021"," TRANSFER","PAYPAL           TRANSFER","1240.00","credit","Transfer","LIFEGREEN CHECKING F","",""
"9/09/2021","INST XFER","PAYPAL           INST XFER","50.00","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"9/08/2021","WF HOME MTG AUTO PAY","WF HOME MTG      AUTO PAY","1341.49","debit","Mortgage & Rent","LIFEGREEN CHECKING F","",""
"9/07/2021","TST* RADISH - NASHVILLE NASHVILLE TN","TST* RADISH - NASHVILLE NASHVILLE TN","26.22","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"9/07/2021","Amazon","AMZN Mktp US*25  1253","65.54","debit","Shopping","LIFEGREEN CHECKING F","",""
"9/07/2021","Lowe's","LOWE S #629      1253","19.64","debit","Home Improvement","LIFEGREEN CHECKING F","",""
"9/07/2021","Amazon","AMZN Mktp US*25  1253","128.90","debit","Shopping","LIFEGREEN CHECKING F","",""
"9/07/2021","A&P","Peacock 3247A P  4899","5.46","debit","Groceries","LIFEGREEN CHECKING F","",""
"9/07/2021","DISCOVER E-PAYMENT","DISCOVER         E-PAYMENT","538.82","debit","Credit Card Payment","LIFEGREEN CHECKING F","",""
"9/07/2021","Spotify","Spotify USA      4899","10.94","debit","Subscriptions","LIFEGREEN CHECKING F","",""
"9/07/2021","Oscar's Taco Shop","OSCAR'S TACO SHOP NASHVILLE TN","18.57","debit","Restaurants","DISCOVER IT CHROME CARD","",""
"9/06/2021","MAPCO 3347 NASHVILLE TN","MAPCO 3347 NASHVILLE TN","3.23","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"9/06/2021","MAPCO 3338 NASHVILLE TN","MAPCO 3338 NASHVILLE TN","7.58","debit","Alcohol & Bars","DISCOVER IT CHROME CARD","",""
"9/06/2021","Kroger","KROGER #895 NASHVILLE TN","2.10","debit","Groceries","DISCOVER IT CHROME CARD","",""
"9/04/2021","Trader Joe's","TRADER JOE'S #739 QPS BELLE MEADE TN","16.51","debit","Groceries","DISCOVER IT CHROME CARD","",""
"9/04/2021","Kroger","KROGER #547 NASHVILLE TN","35.48","debit","Groceries","DISCOVER IT CHROME CARD","",""
"9/03/2021","ROBERTSON AVENUE MARKET NASHVILLE TN","ROBERTSON AVENUE MARKET NASHVILLE TN","18.56","debit","Fun","DISCOVER IT CHROME CARD","",""
"9/03/2021","INTERNET PAYMENT - THANK YOU","INTERNET PAYMENT - THANK YOU","538.82","credit","Credit Card Payment","DISCOVER IT CHROME CARD","",""
"9/03/2021","Venmo","VENMO            PAYMENT","10.00","debit","Alcohol & Bars","LIFEGREEN CHECKING F","",""
